fiscal_year,system_code,location_code,location_name,BEDS,Managed_by_name,location_type_description,Location_Category_Description,Grades_text,Grades_final_text,open_date,Status_descriptions,Primary_building_code,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Tier_2_Support_Location_Name,HighSchool_Network_Location_Code,HighSchool_Network_Name,HighSchool_Network_Superintendent,Community_district 1,Police_precinct
2020,14K317,K317,The Greenpoint Community Middle School At The John,331400010317,DOE,General Academic,Junior High-Intermediate-Middle,,,2012-07-01T00:00:00.000,"Initiated, never opened",K126,424 LEONARD STREET,NY,998683,201530,-73.947932,40.719818,301,33,49900,3027120001,BK76,Greenpoint,NULL,NULL,NULL,NULL,14,14,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",NULL,NULL,NULL,NULL,NULL,NULL,301,94
2020,14K318,K318,I.S. 318 Eugenio Maria De Hostos,331400010318,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1968-07-01T00:00:00.000,Open,K318,101 WALTON STREET,NY,998454,195415,-73.948771,40.703034,301,33,50900,3022460001,BK72,Williamsburg,Leander Windley,Principal,718-782-0589,718-384-7715,14,14,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 4- Brooklyn North,NULL,NULL,NULL,301,90
2020,14K319,K319,P.S. 319,331400010319,DOE,General Academic,Early Childhood,"PK,0K,01,SE","PK,0K,01",1975-07-01T00:00:00.000,Open,K319,360 KEAP STREET,NY,997036,197818,-73.953881,40.709632,301,34,52700,3024240001,BK73,North Side-South Side,ALEYDA ZAMORA MARTINEZ,Principal,718-388-1588,718-302-2316,14,14,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 4- Brooklyn North,NULL,NULL,NULL,301,90
2020,15K321,K321,P.S. 321 William Penn,331500010321,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1966-07-01T00:00:00.000,Open,K321,180 7 AVENUE,NY,990177,184038,-73.978633,40.671816,306,39,15500,3009710028,BK37,Park Slope-Gowanus,ELIZABETH PHILLIPS,Principal,718-499-2412,718-965-9605,15,15,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 5- Brooklyn North,NULL,NULL,NULL,306,78
2020,14K322,K322,Foundations Academy,331400011322,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Closed,K033,70 TOMPKINS AVENUE,NY,998792,193107,-73.947557,40.696698,303,36,25700,3017430018,BK75,Bedford,NEIL MONHEIT,I.A. PRINCIPAL,718-302-5092,718-599-1369,14,14,NULL,NULL,NULL,NULL,NULL,HS09,H.S. Network 09 Superintendent Office,"ALCOFF, MICHAEL",303,79
2020,23K323,K323,P.S./I.S. 323,332300010323,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",2000-07-01T00:00:00.000,Open,K263,210 CHESTER STREET,NY,1008863,181999,-73.911279,40.666187,316,41,92400,3035420001,BK81,Brownsville,LINDA HARRIS,Principal,718-495-7781,718-346-4614,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 7- Brooklyn North,NULL,NULL,NULL,316,73
2020,19K325,K325,The Fresh Creek School,331900010325,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",2011-07-01T00:00:00.000,Open,K260,875 WILLIAMS AVENUE,NY,1013858,177334,-73.893294,40.653368,318,42,98200,3081580040,BK50,Canarsie,Lisa Goodson,Principal,718-272-1843,718-272-2813,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 6- Brooklyn North,NULL,NULL,NULL,318,69
2020,22K326,K326,P.S. 326,332200010326,DOE,General Academic,Early Childhood,"PK,0K,01,02,SE","PK,0K,01,02",2000-07-01T00:00:00.000,Open,K852,1800 UTICA AVENUE,NY,1004166,168234,-73.92825,40.628417,318,45,72800,3077750001,BK58,Flatlands,COLLEEN DUCEY,Principal,718-241-4828,718-763-5567,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,NULL,NULL,NULL,318,63
2020,23K327,K327,P.S. 327 Dr. Rose B. English,332300010327,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1967-07-01T00:00:00.000,Open,K327,111 BRISTOL STREET,NY,1008721,182744,-73.911788,40.668232,316,41,92400,3035200008,BK81,Brownsville,Georgette Malcolm,Principal,718-495-7801,718-495-7828,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 7- Brooklyn North,NULL,NULL,NULL,316,73
2020,19K328,K328,P.S. 328 Phyllis Wheatley,331900010328,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1967-07-01T00:00:00.000,Open,K328,330 ALABAMA AVENUE,NY,1012477,182658,-73.898249,40.667985,305,42,113400,3037680001,BK85,East New York (Pennsylvania Ave),Marie Desforges,Principal,718-345-9393,718-345-6566,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 6- Brooklyn North,NULL,NULL,NULL,305,75
2020,21K329,K329,P.S. 329 Surfside,332100010329,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1974-07-01T00:00:00.000,Open,K329,2929 WEST  30 STREET,NY,985425,148643,-73.99577,40.574666,313,47,34200,3070510001,BK21,Seagate-Coney Island,SALEMA MARBURY,Principal,718-787-3460,718-787-3471,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 5- Brooklyn South,NULL,NULL,NULL,313,60
2020,14K330,K330,The School for the Urban Environment,331400011330,DOE,General Academic,Junior High-Intermediate-Middle,,"06,07,08",2005-07-01T00:00:00.000,Closed,K033,70 TOMPKINS AVENUE,NY,998792,193107,-73.947557,40.696698,303,36,25700,3017430018,BK75,Bedford,KOURTNEY BOYD,PRINCIPAL,718-599-0371,718-388-0872,14,14,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",NULL,NULL,NULL,NULL,NULL,NULL,303,79
2020,84K333,K333,Explore Exceed Charter School,331700861027,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",2012-07-01T00:00:00.000,Open,K022,443 ST MARKS AVENUE,NY,995319,185965,-73.960093,40.6771,308,35,30500,3011480050,BK61,Crown Heights North,Loretta Hickman/Maureen Ferry,PRINCIPAL,718-989-6702,718-701-8328,17,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,308,77
2020,17K334,K334,Middle School for Academic and Social Excellence,331700010334,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2005-07-01T00:00:00.000,Closed,K390,1224 PARK PLACE,NY,1001559,184216,-73.937601,40.67229,308,36,34300,3013700029,BK61,Crown Heights North,B GREEN,I.A. PRINCIPAL,718-774-0105,718-774-0298,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NULL,NULL,NULL,NULL,NULL,NULL,308,77
2020,16K335,K335,P.S. 335 Granville T. Woods,331600010335,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1968-07-01T00:00:00.000,Open,K335,130 ROCHESTER AVENUE,NY,1004035,185020,-73.928673,40.674491,308,36,30700,3013550023,BK61,Crown Heights North,Karena Thompson,I.A. Principal,718-493-7736,718-953-4697,16,16,COMMUNITY SCHOOL DISTRICT 16,"MARTIN, YOLANDA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 4- Brooklyn North,NULL,NULL,NULL,308,77
2020,13K336,K336,Academy of Business and Community Development,331300011336,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2005-07-01T00:00:00.000,Closed,K258,141 MACON STREET,NY,999338,187723,-73.9456,40.68192,303,36,26900,3018450001,BK75,Bedford,Simone A. McIntosh,PRINCIPAL,718-783-4842,718-783-4869,13,13,COMMUNITY SCHOOL DISTRICT 13,NULL,NULL,NULL,NULL,HS01,HS Network 01,"WATTS, KAREN",303,79
2020,21K337,K337,International High School at Lafayette,332100011337,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2005-07-01T00:00:00.000,Open,K400,2630 BENSON AVENUE,NY,988051,155333,-73.986313,40.593028,313,47,30600,3068830001,BK26,Gravesend,Jon Harriman,Principal,718-333-7860,718-333-7861,21,21,NULL,NULL,NYCDOE Citywide Office - Affinity Schools,NULL,School Support Team 4- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",313,60
2020,19K338,K338,School Of Integrated Academics And Performing Arts,331900010338,DOE,General Academic,Junior High-Intermediate-Middle,,,2012-07-01T00:00:00.000,"Initiated, never opened",K166,800 VAN SICLEN AVE,NY,1015961,179729,-73.885704,40.659934,305,42,110400,3043490050,BK82,East New York,NULL,NULL,NULL,NULL,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NULL,NULL,NULL,NULL,NULL,NULL,305,75
2020,17K340,K340,I.S. 340,331700010340,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1991-09-17T00:00:00.000,Open,K874,227 STERLING PLACE,NY,992484,185693,-73.970315,40.676357,308,35,16300,3011640064,BK64,Prospect Heights,Tamara Johnson,Principal,718-857-5516,718-230-5479,13,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,308,77
2020,21K344,K344,Rachel Carson High School for Coastal Studies,332100011344,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,K303,521 WEST AVENUE,NY,992025,151505,-73.972009,40.582518,313,47,35400,3072500025,BK23,West Brighton,Stephen Mc Nally,I.A. Principal,718-265-0329,718-372-2514,21,21,NULL,NULL,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",313,60
2020,21K344,K344,Rachel Carson High School for Coastal Studies,332100011344,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,K303,521 WEST AVENUE,NY,992025,151505,-73.972009,40.582518,313,47,35400,3072500025,BK23,West Brighton,Stephen Mc Nally,I.A. Principal,718-265-0329,718-372-2514,21,21,NULL,NULL,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",313,60
2020,19K345,K345,P.S. 345 Patrolman Robert Bolden,331900010345,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1967-07-01T00:00:00.000,Open,K345,111 BERRIMAN STREET,NY,1017567,185660,-73.879886,40.676207,305,37,119200,3039900001,BK82,East New York,WANDA HOLT,Principal,718-647-8387,718-827-5884,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 6- Brooklyn North,NULL,NULL,NULL,305,75
2020,19K346,K346,P.S. 346 Abe Stark,331900010346,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1977-07-01T00:00:00.000,Open,K346,1400 PENNSYLVANIA AVENUE,NY,1016996,174887,-73.881997,40.64664,305,42,105804,3044520025,BK93,Starrett City,KEVIN CAIFA,Principal,718-642-3000,718-642-8498,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 6- Brooklyn North,NULL,NULL,NULL,305,75
2020,32K347,K347,I.S. 347 School of Humanities,333200010347,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2000-07-01T00:00:00.000,Open,K111,35 STARR STREET,NY,1004231,194609,-73.927938,40.70081,304,34,42300,3031850001,BK78,Bushwick South,JOHN BARBELLA,Principal,718-821-4248,718-821-1332,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 2- Brooklyn North,NULL,NULL,NULL,304,83
2020,21K348,K348,High School of Sports Management,332100011348,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,K400,2630 BENSON AVENUE,NY,988051,155333,-73.986313,40.593028,313,47,30600,3068830001,BK26,Gravesend,DEREK CRADLE,Principal,718-333-7650,718-333-7675,21,21,NULL,NULL,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",313,60
2020,32K349,K349,"I.S. 349 Math, Science & Tech.",333200010349,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,SE","06,07,08",2000-07-01T00:00:00.000,Open,K111,35 STARR STREET,NY,1004231,194609,-73.927938,40.70081,304,34,42300,3031850001,BK78,Bushwick South,Roxana Toro,I.A. Principal,718-418-6389,718-418-6146,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 2- Brooklyn North,NULL,NULL,NULL,304,83
2020,13K350,K350,Urban Assembly School of Music and Art,331300011350,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,K805,49 FLATBUSH AVENUE EXTENSION,NY,988540,193333,-73.984528,40.69733,302,33,1500,3001200020,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,PAUL THOMPSON,Principal,718-858-0249,718-858-0492,13,13,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",302,88
2020,13K351,K351,The Urban Assembly Unison School,331300010351,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2012-07-01T00:00:00.000,Open,K056,170 GATES AVENUE,NY,995195,188583,-73.960536,40.684286,302,35,23100,3019830010,BK69,Clinton Hill,Emily Jarrell,Principal,718-399-1061,718-857-0548,13,13,COMMUNITY SCHOOL DISTRICT 13,"SAMUELS, KAMAR",NYCDOE Citywide Office - Affinity Schools,NULL,School Support Team 4- Affinity Group,NULL,NULL,NULL,302,88
2020,17K352,K352,Ebbets Field Middle School,331700010352,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2005-07-01T00:00:00.000,Open,K320,46 MCKEEVER PLACE,NY,995490,181629,-73.959484,40.665199,309,35,32500,3013010001,BK63,Crown Heights South,JEANNE ROWE,I.A. Principal,718-941-5097,718-284-7973,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,309,71
2020,17K353,K353,Elijah Stroud Middle School,331700010353,DOE,General Academic,Junior High-Intermediate-Middle,"05,06,07,08,SE","06,07,08",2005-07-01T00:00:00.000,Open,K316,750 CLASSON AVENUE,NY,994952,185085,-73.961418,40.674685,308,35,21500,3011670018,BK64,Prospect Heights,Tricia Delauney,Principal,718-638-3067,718-638-3515,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,308,77
2020,17K354,K354,The School of Integrated Learning,331700010354,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2005-07-01T00:00:00.000,Open,K390,1224 PARK PLACE,NY,1001559,184216,-73.937601,40.67229,308,36,34300,3013700029,BK61,Crown Heights North,MONIQUE CAMPBELL,Principal,718-774-0362,718-774-0521,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,308,77
2020,84K355,K355,Williamsburg Collegiate Charter School,331400860885,Charter,General Academic,Junior High-Intermediate-Middle,"05,06,07,08","06,07,08",2005-07-01T00:00:00.000,Open,K016,157 WILSON STREET,NY,994772,196519,-73.962049,40.706069,301,33,53500,3021770001,BK72,Williamsburg,Mary Katherine Flynn/Alexandra Bronson,Principal,718-302-4018,718-302-4641,14,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,301,90
2020,84K356,K356,Achievement First Crown Heights Charter School,331700860879,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",2005-07-01T00:00:00.000,Open,K391,790 EAST NEW YORK AVENUE,NY,1001919,180501,-73.936313,40.662092,309,41,87600,3048060001,BK60,Prospect Lefferts Gardens-Wingate,Dymir Arthur/Sabrina Silver,Principal,718-774-0762,718-774-0830,17,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,309,71
2020,84K357,K357,KIPP AMP Charter School,331700860882,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08,09,10,11,12",2005-07-01T00:00:00.000,Open,K390,1224 PARK PLACE,NY,1001559,184216,-73.937601,40.67229,308,36,34300,3013700029,BK61,Crown Heights North,Antoine Lewis/Carlos Capellan,Principal,718-943-3710,718-774-3673,17,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,308,77
2020,84K358,K358,Achievement First East New York Charter School,331900860880,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",2005-07-01T00:00:00.000,Open,K013,557 PENNSYLVANIA AVENUE,NY,1013844,181232,-73.893328,40.664067,305,42,112600,3038230001,BK85,East New York (Pennsylvania Ave),Max Milliken/Lucy Volkmar,Principal,718-485-4924,718-342-5194,19,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,305,75
2020,84K359,K359,The Uft Charter School,331900860891,Charter,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,K166,800 VAN SICLEN AVE,NY,1015961,179729,-73.885704,40.659934,305,42,110400,3043490050,BK82,East New York,Justin A. Davis,Principal,718-927-5540,718-922-0543,19,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,305,75
2020,84K360,K360,Launch Expeditionary Learning Charter School,331600861003,Charter,General Academic,Junior High-Intermediate-Middle,"06,07,08","06,07,08",2012-07-01T00:00:00.000,Open,K243,1580 DEAN STREET,NY,1002254,185450,-73.935093,40.675675,308,36,30900,3013470001,BK61,Crown Heights North,Evan Kilgore/Geoffrey Roehm,Executive Director,718-221-1064,718-221-1927,16,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,308,77
2020,22K361,K361,P.S. 361 East Flatbush Early Childhood School,332200010361,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02",1999-07-01T00:00:00.000,Open,K269,1957 NOSTRAND AVENUE,NY,998773,171585,-73.947672,40.637625,317,45,78800,3049940023,BK42,Flatbush,Tiffany Frazier,Principal,718-941-2800,718-940-3098,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,NULL,NULL,NULL,317,67
2020,84K362,K362,Hellenic Classical Charter School,331500860878,Charter,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",2005-07-01T00:00:00.000,Open,KAWR,646 FIFTH AVENUE,NY,986399,180820,-73.992254,40.662985,307,38,14300,3006340034,BK37,Park Slope-Gowanus,Christina Tettonis,Principal,718-499-0957,718-499-0959,15,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,307,72
2020,23K363,K363,Brownsville Collaborative Middle School,332300010363,DOE,General Academic,Junior High-Intermediate-Middle,"0K,06,07,08,SE","06,07,08",2012-07-01T00:00:00.000,Open,K298,85 WATKINS STREET,NY,1009849,183759,-73.907718,40.671015,316,37,90600,3035070007,BK81,Brownsville,GREGORY JACKSON,Principal,718-495-1202,718-495-1208,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 7- Brooklyn North,NULL,NULL,NULL,316,73
2020,19K364,K364,I.S. 364 Gateway,331900010364,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1999-07-01T00:00:00.000,Open,K364,1426 FREEPORT LOOP,NY,1017241,174731,-73.881115,40.646211,305,42,105804,3044520040,BK93,Starrett City,Nicole Fraser Edmund,Principal,718-642-3007,718-642-8516,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 6- Brooklyn North,NULL,NULL,NULL,305,75
2020,23K365,K365,District 23 HS#1,332300011365,DOE,General Academic,High school,"09,10,11,12,SE",,1901-01-01T00:00:00.000,"Initiated, never opened",K894,1495 HERKIMER STREET,NY,1010838,186133,-73.904143,40.677528,316,37,36700,3015540016,BK79,Ocean Hill,NULL,NULL,NULL,NULL,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NULL,NULL,NULL,NULL,NULL,NULL,316,73
2020,18K366,K366,The Science And Medicine Middle School,331800010366,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2009-07-01T00:00:00.000,Open,K366,965 EAST 107TH STREET,NY,1014291,175159,-73.891743,40.647396,318,46,98400,3082150012,BK50,Canarsie,DENNIS HERRING JR,Principal,718-688-6400,718-688-6401,18,18,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 3- Brooklyn South,NULL,NULL,NULL,318,69
2020,84K367,K367,Success Academy Charter School - Bed-Stuy 1,331400861007,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",2011-07-01T00:00:00.000,Open,K033,70 TOMPKINS AVENUE,NY,998792,193107,-73.947557,40.696698,303,36,25700,3017430018,BK75,Bedford,Javeria Khan,Principal,718-635-3294,646-964-6598,14,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303,79
2020,75K368,K368,P.S. 368,307500013368,DOE,Special Education,K-12 all grades,"PK,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",1989-06-26T00:00:00.000,Open,K033,70 TOMPKINS AVENUE,NY,998792,193107,-73.947557,40.696698,303,36,25700,3017430018,BK75,Bedford,LAVERNE PETER,Principal,718-388-9494,718-302-4481,14,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 754,NULL,NULL,NULL,303,79
2020,75K369,K369,P.S. K369 - Coy L. Cox School,307500013369,DOE,Special Education,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",1922-07-01T00:00:00.000,Open,K369,383 STATE STREET,NY,988878,189727,-73.983312,40.687432,302,33,4100,3001720055,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Majorie Dalrymple,Principal,718-852-1701,718-624-6746,15,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 751,NULL,NULL,NULL,302,84
2020,75K370,K370,P.S. 370,307500013370,DOE,Special Education,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","01,02,03,04,05,06,09,10,11,12,SE",1921-07-01T00:00:00.000,Open,K370,3000 WEST 1 STREET,NY,992619,149753,-73.969872,40.577709,313,48,35602,3072740107,BK23,West Brighton,SUSAN MILLER,Principal,718-372-3777,718-449-4082,21,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 752,NULL,NULL,NULL,313,60
2020,75K371,K371,P.S. 371 - Lillian L. Rashkis,307500013371,DOE,Special Education,High school,"09,10,11,12,SE","09,10,11,12,SE",1966-07-01T00:00:00.000,Open,K371,355 37 STREET,NY,982816,177658,-74.005168,40.654306,307,38,8400,3006960031,BK32,Sunset Park West,JOAN ANTONELLI,Principal,718-788-7608,718-832-2213,15,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 754,NULL,NULL,NULL,307,72
2020,75K372,K372,P.S. 372 -The Children's School,307500013372,DOE,Special Education,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1996-07-01T00:00:00.000,Open,K834,512 CARROLL STREET,NY,988272,185634,-73.9855,40.676198,306,39,11900,3004550001,BK37,Park Slope-Gowanus,Rosa Amato,Principal,718-624-5271,718-522-1879,15,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 751,NULL,NULL,NULL,306,78
2020,75K373,K373,P.S. 373 - Brooklyn Transition Center,307500013373,DOE,Special Education,High school,"09,10,11,12,SE","10,11,12,SE",1995-05-01T00:00:00.000,Open,K148,185 ELLERY STREET,NY,999442,194024,-73.945211,40.699214,303,36,25700,3017260014,BK75,Bedford,REGINA TOTTENHAM,Principal,718-782-6800,718-782-7098,14,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 755,NULL,NULL,NULL,303,79
2020,17K375,K375,P.S. 375 Jackie Robinson School,331700010375,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",2001-07-01T00:00:00.000,Open,K320,46 MCKEEVER PLACE,NY,995490,181629,-73.959484,40.665199,309,35,32500,3013010001,BK63,Crown Heights South,Mecca Geters,I.A. Principal,718-693-6655,718-284-6433,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,309,71
